1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0.12752301,0.13041178,0.12860199,0.12617493,0.12706010,0.12701047,0.12657597,0.12773217,0.12680310,0.12911129,0.12841335,0.13233930,0.12765009,0.12886745,0.13085798,0.13086076,0.12733259,0.13570054,0.12850024,0.12612401,0.12702950,0.13139349,0.12714714,0.12797399,0.12808908,0.12829335,0.12765729,0.12800004,0.12661178,0.12809794,0.13794426,0.13678319,0.14242964,0.13831191,0.12920240,0.12763144,0.12597719,0.12656915,0.12667727,0.12629656,0.12712205,0.12739036,0.12670461,0.12647630,0.12742321,0.12733529,0.12779602,0.12777104,0.12525231,0.12857647,0.12780085,0.12676918,0.12636358,0.12693189,0.12770379,0.12808149,0.12775328,0.12670177,0.13053855,0.13099101
0.12794961,0.13067540,0.12878957,0.12673277,0.12755113,0.12751306,0.12715497,0.12791912,0.12715046,0.12928459,0.12876861,0.13255798,0.12841567,0.12929141,0.13120352,0.13141067,0.12756535,0.13624588,0.12892372,0.12633763,0.12721641,0.13174559,0.12758713,0.12845614,0.12841810,0.12843098,0.12814950,0.12876742,0.12716606,0.12844713,0.13792253,0.13724773,0.14283106,0.13816892,0.12982237,0.12810133,0.12672569,0.12717783,0.12728430,0.12664002,0.12781251,0.12784801,0.12732801,0.12695497,0.12797330,0.12756263,0.12823970,0.12848081,0.12560670,0.12917922,0.12821446,0.12743538,0.12711072,0.12736816,0.12848832,0.12882747,0.12798651,0.12709775,0.13068094,0.13131711
0.12928222,0.13201661,0.13002228,0.12824377,0.12889998,0.12889757,0.12849002,0.12897313,0.12841982,0.13061115,0.13001184,0.13371018,0.12995076,0.13067226,0.13248299,0.13271269,0.12851053,0.13732808,0.13013285,0.12757599,0.12873288,0.13281749,0.12932118,0.12967034,0.12991541,0.12956490,0.12947249,0.13054260,0.12833741,0.12973732,0.13896703,0.13839619,0.14419741,0.13930986,0.13118219,0.12947739,0.12806092,0.12878644,0.12891910,0.12817436,0.12916221,0.12928162,0.12878661,0.12837924,0.12944397,0.12889191,0.12982213,0.12986130,0.12697500,0.13035340,0.12977798,0.12887424,0.12876459,0.12895093,0.13001889,0.13006154,0.12928459,0.12820942,0.13165094,0.13279393
0.13117417,0.13382406,0.13201187,0.12989273,0.13060904,0.13088828,0.13025456,0.13089878,0.13042769,0.13235435,0.13193794,0.13554871,0.13182665,0.13270817,0.13433443,0.13455063,0.13052025,0.13904596,0.13171283,0.12939306,0.13101999,0.13474625,0.13116612,0.13121818,0.13183122,0.13149829,0.13124197,0.13255981,0.13025478,0.13167619,0.14070591,0.13972810,0.14635410,0.14129702,0.13301968,0.13153110,0.13020396,0.13076270,0.13088993,0.13043637,0.13103708,0.13120150,0.13075267,0.13043456,0.13154272,0.13103055,0.13187930,0.13178654,0.12901075,0.13204105,0.13183736,0.13095246,0.13057338,0.13101941,0.13202423,0.13206717,0.13137728,0.13005264,0.13316545,0.13469244
0.13359033,0.13609530,0.13442663,0.13175460,0.13295579,0.13335944,0.13271105,0.13334473,0.13309771,0.13455730,0.13432865,0.13800106,0.13413809,0.13510883,0.13664143,0.13687190,0.13296921,0.14153561,0.13393750,0.13185444,0.13340268,0.13726772,0.13315483,0.13328836,0.13438098,0.13398980,0.13355174,0.13508903,0.13283610,0.13403425,0.14289080,0.14206694,0.14862135,0.14352236,0.13547435,0.13413816,0.13291903,0.13333494,0.13341094,0.13283705,0.13339283,0.13392974,0.13365871,0.13288160,0.13391220,0.13342538,0.13423022,0.13441623,0.13156493,0.13467405,0.13420568,0.13371700,0.13294456,0.13325370,0.13425142,0.13459712,0.13379781,0.13263851,0.13527691,0.13677272
0.13642552,0.13894376,0.13706977,0.13452791,0.13575863,0.13599045,0.13535456,0.13612911,0.13591303,0.13718076,0.13694365,0.14100838,0.13655313,0.13775782,0.13959094,0.13954633,0.13572793,0.14422612,0.13667127,0.13456456,0.13604472,0.14009393,0.13561735,0.13583246,0.13695219,0.13692871,0.13621166,0.13813244,0.13573629,0.13693540,0.14537679,0.14486619,0.15113661,0.14583393,0.13821941,0.13704519,0.13553174,0.13603070,0.13633472,0.13552878,0.13612768,0.13686129,0.13658612,0.13556704,0.13648429,0.13608196,0.13712136,0.13733681,0.13455880,0.13767035,0.13713474,0.13650697,0.13594735,0.13612928,0.13711897,0.13735203,0.13661255,0.13562451,0.13805795,0.13956864
0.13935783,0.14172278,0.13964566,0.13751151,0.13840685,0.13871843,0.13808405,0.13894000,0.13875645,0.13999803,0.13964863,0.14399988,0.13918501,0.14085975,0.14244212,0.14252893,0.13883316,0.14700439,0.13921068,0.13729785,0.13881559,0.14287407,0.13839528,0.13871608,0.13944817,0.13934716,0.13905190,0.14092126,0.13849024,0.13970708,0.14817418,0.14735034,0.15397556,0.14819298,0.14108582,0.14011070,0.13812758,0.13852409,0.13946058,0.13836182,0.13910982,0.13974748,0.13905624,0.13842954,0.13933757,0.13903056,0.14021983,0.14025334,0.13739011,0.14021045,0.14020504,0.13920439,0.13897901,0.13937325,0.14022977,0.13988222,0.13952132,0.13856627,0.14084215,0.14246884
0.14221926,0.14413565,0.14233821,0.14042934,0.14116185,0.14150051,0.14084534,0.14171409,0.14149185,0.14258119,0.14225118,0.14677960,0.14225031,0.14361083,0.14494541,0.14544881,0.14175280,0.14975898,0.14180220,0.13989942,0.14164668,0.14534883,0.14089852,0.14151618,0.14221089,0.14189736,0.14169471,0.14371929,0.14116267,0.14226813,0.15016795,0.14983158,0.15653966,0.15067781,0.14398830,0.14301759,0.14099386,0.14147057,0.14245892,0.14122413,0.14217668,0.14254574,0.14179963,0.14139335,0.14229002,0.14181207,0.14316643,0.14308405,0.14031308,0.14282584,0.14291217,0.14219318,0.14180962,0.14235082,0.14301407,0.14292559,0.14209196,0.14148569,0.14335131,0.14488905
0.14480547,0.14643138,0.14492324,0.14296365,0.14397674,0.14392812,0.14341072,0.14433030,0.14374052,0.14485064,0.14478231,0.14946141,0.14471727,0.14579166,0.14731576,0.14791546,0.14409802,0.15209829,0.14447758,0.14213279,0.14430652,0.14768694,0.14351885,0.14399147,0.14484099,0.14454517,0.14425859,0.14674981,0.14392702,0.14481189,0.15226191,0.15202661,0.15903640,0.15319527,0.14648539,0.14539015,0.14367276,0.14441790,0.14503831,0.14384965,0.14478204,0.14519382,0.14441984,0.14393154,0.14505101,0.14436447,0.14569505,0.14559229,0.14293322,0.14554936,0.14549084,0.14468868,0.14412727,0.14473204,0.14559020,0.14631481,0.14450816,0.14399233,0.14599961,0.14748388
